_,kc12,zero,zero,kc21,_,kco1,zero,zero,koc2,_,ko12,zero,zero,ko21,_
-4.204368,4.204368,0.000000,0.000000,0.091873,-1.178904,1.087031,0.000000,0.000000,2.205638,-2.349859,0.144221,0.000000,0.000000,2.331733,-2.331733
-4.939791,4.939791,0.000000,0.000000,0.643539,-0.877916,0.234377,0.000000,0.000000,2.468873,-2.878017,0.409144,0.000000,0.000000,2.463973,-2.463973
-3.853882,3.853882,0.000000,0.000000,0.857258,-1.382290,0.525032,0.000000,0.000000,2.581902,-2.816490,0.234589,0.000000,0.000000,2.350057,-2.350057
-3.988302,3.988302,0.000000,0.000000,0.289652,-1.000434,0.710782,0.000000,0.000000,2.217099,-2.571768,0.354668,0.000000,0.000000,2.730140,-2.730141
-4.219531,4.219531,0.000000,0.000000,0.665999,-1.630825,0.964826,0.000000,0.000000,2.236279,-2.376572,0.140294,0.000000,0.000000,2.031493,-2.031493
-4.124019,4.124019,0.000000,0.000000,0.395619,-1.322281,0.926662,0.000000,0.000000,2.423056,-3.071988,0.648932,0.000000,0.000000,2.076362,-2.076362
-4.097974,4.097974,0.000000,0.000000,0.057309,-0.830960,0.773650,0.000000,0.000000,2.422999,-2.528341,0.105342,0.000000,0.000000,2.083064,-2.083064
-3.959217,3.959217,0.000000,0.000000,0.046697,-0.718541,0.671844,0.000000,0.000000,2.381312,-2.624549,0.243237,0.000000,0.000000,2.400183,-2.400183
-3.840836,3.840837,0.000000,0.000000,0.188916,-1.271398,1.082482,0.000000,0.000000,2.098182,-2.116805,0.018623,0.000000,0.000000,2.245629,-2.245629
-3.973912,3.973912,0.000000,0.000000,0.989911,-1.289920,0.300010,0.000000,0.000000,2.674778,-3.844297,1.169520,0.000000,0.000000,2.525459,-2.525458
-3.879598,3.879599,0.000000,0.000000,0.415513,-0.972465,0.556952,0.000000,0.000000,2.052391,-2.202447,0.150056,0.000000,0.000000,2.111959,-2.111959
-4.227638,4.227638,0.000000,0.000000,0.059882,-0.341088,0.281206,0.000000,0.000000,2.147073,-2.208961,0.061888,0.000000,0.000000,2.265836,-2.265836
-3.757509,3.757509,0.000000,0.000000,0.475018,-1.201264,0.726246,0.000000,0.000000,2.416049,-2.619371,0.203322,0.000000,0.000000,2.389900,-2.389900
-4.394720,4.394720,0.000000,0.000000,0.872704,-1.792254,0.919550,0.000000,0.000000,2.262994,-2.298782,0.035788,0.000000,0.000000,2.548761,-2.548761
-4.211910,4.211910,0.000000,0.000000,0.896295,-1.906551,1.010256,0.000000,0.000000,2.221029,-2.761151,0.540123,0.000000,0.000000,2.745819,-2.745819
-4.057362,4.057362,0.000000,0.000000,0.039913,-0.858178,0.818265,0.000000,0.000000,2.226308,-2.278356,0.052048,0.000000,0.000000,1.884069,-1.884069
-4.519095,4.519095,0.000000,0.000000,1.043878,-1.435332,0.391454,0.000000,0.000000,2.219399,-2.223893,0.004494,0.000000,0.000000,2.667470,-2.667470
-3.638378,3.638378,0.000000,0.000000,0.270296,-1.392910,1.122614,0.000000,0.000000,2.406655,-2.547559,0.140904,0.000000,0.000000,2.440474,-2.440474
-4.082484,4.082484,0.000000,0.000000,0.168368,-0.861832,0.693464,0.000000,0.000000,2.325943,-2.469231,0.143287,0.000000,0.000000,2.400875,-2.400875
-4.827264,4.827265,0.000000,0.000000,0.417127,-0.954868,0.537741,0.000000,0.000000,2.961368,-3.307835,0.346467,0.000000,0.000000,2.975790,-2.975790
-4.593633,4.593634,0.000000,0.000000,0.256843,-0.965393,0.708549,0.000000,0.000000,2.545505,-2.703621,0.158116,0.000000,0.000000,2.529313,-2.529313
-4.122673,4.122673,0.000000,0.000000,0.293308,-1.417496,1.124188,0.000000,0.000000,2.394805,-3.350421,0.955616,0.000000,0.000000,2.463537,-2.463537
-3.960712,3.960712,0.000000,0.000000,0.102494,-0.565726,0.463232,0.000000,0.000000,2.531388,-2.540437,0.009050,0.000000,0.000000,2.438541,-2.438542
-4.232779,4.232778,0.000000,0.000000,0.372822,-1.534759,1.161937,0.000000,0.000000,2.344939,-2.530527,0.185588,0.000000,0.000000,2.118343,-2.118343
-4.742853,4.742853,0.000000,0.000000,0.713477,-1.740490,1.027013,0.000000,0.000000,2.541363,-3.074288,0.532925,0.000000,0.000000,2.092131,-2.092131
-4.388065,4.388065,0.000000,0.000000,0.378443,-1.414974,1.036531,0.000000,0.000000,1.959158,-2.182161,0.223003,0.000000,0.000000,2.130589,-2.130589
